Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
75	0.62	2.792396	-391.15036	999.646545	58.788094	-384.85202	1003.747559	-20.859781	-366.843811	955.369263	32.748837	-360.858459	959.421326	30.140419	-294.066925	860.239197	264.370026	-447.2005	1191.391846	266.076538	-472.264252	1166.734497	241.763123	-394.924561	1204.406982	247.323944	-484.26535	1119.821533	224.790298	-405.735962	1158.175781
76	0.63	2.797052	-391.14856	999.647522	58.792816	-384.851318	1003.746521	-20.855188	-366.842377	955.369568	32.75312	-360.856873	959.421143	30.142963	-294.06604	860.23822	264.359131	-447.25	1191.263916	266.084808	-472.294067	1166.58728	241.722153	-394.993408	1204.321655	247.346313	-484.284668	1119.671143	224.739883	-405.805695	1158.070801
77	0.64	2.801729	-391.146729	999.648499	58.797562	-384.850586	1003.745544	-20.850588	-366.840973	955.369873	32.757416	-360.855255	959.420959	30.14551	-294.065155	860.237183	264.346161	-447.303589	1191.127197	266.092407	-472.326416	1166.429932	241.676483	-395.068817	1204.229858	247.368729	-484.305237	1119.510254	224.685059	-405.879608	1157.959595
78	0.65	2.806427	-391.144867	999.649414	58.802326	-384.849792	1003.744568	-20.845982	-366.839539	955.370239	32.76173	-360.853638	959.420715	30.14806	-294.06424	860.236145	264.330719	-447.36145	1190.981689	266.099091	-472.36145	1166.262329	241.625671	-395.151062	1204.131714	247.39093	-484.327118	1119.338623	224.62558	-405.957825	1157.842163
79	0.66	2.811145	-391.143005	999.650391	58.807114	-384.848969	1003.74353	-20.841366	-366.838074	955.370544	32.766056	-360.85199	959.420471	30.150612	-294.063354	860.235107	264.312531	-447.423828	1190.827148	266.104584	-472.399353	1166.084229	241.569275	-395.240417	1204.0271	247.412689	-484.350342	1119.155884	224.561188	-406.040527	1157.718384
80	0.67	2.815885	-391.141083	999.651306	58.81192	-384.848083	1003.742493	-20.836742	-366.836609	955.37085	32.770393	-360.850342	959.420227	30.153166	-294.062439	860.23407	264.29126	-447.490845	1190.663452	266.108582	-472.440186	1165.89563	241.506851	-395.337128	1203.915771	247.433731	-484.374939	1118.962036	224.491592	-406.127777	1157.588257
81	0.68	2.820645	-391.13916	999.652222	58.816746	-384.847168	1003.741455	-20.832111	-366.835144	955.371155	32.774746	-360.848663	959.419983	30.155724	-294.061523	860.233032	264.266541	-447.562653	1190.490601	266.110779	-472.484131	1165.696289	241.437958	-395.441467	1203.797729	247.453812	-484.40094	1118.756714	224.416519	-406.219666	1157.45166
82	0.69	2.825427	-391.137207	999.653137	58.821594	-384.846222	1003.740417	-20.827475	-366.833679	955.37146	32.779114	-360.846954	959.419739	30.158283	-294.060608	860.231934	264.238037	-447.639435	1190.308472	266.110901	-472.53125	1165.486206	241.362106	-395.553619	1203.672852	247.472641	-484.428375	1118.540039	224.335724	-406.316315	1157.308594
83	0.7	2.830229	-391.135254	999.653992	58.826462	-384.845215	1003.73938	-20.822828	-366.832184	955.371704	32.783497	-360.845245	959.419434	30.160845	-294.059662	860.230835	264.205383	-447.721283	1190.117065	266.108582	-472.581665	1165.265259	241.27887	-395.673767	1203.54126	247.489929	-484.457306	1118.311768	224.248932	-406.417786	1157.158813
84	0.71	2.835053	-391.13324	999.654907	58.831352	-384.844177	1003.738281	-20.818174	-366.830688	955.372009	32.787891	-360.843536	959.419128	30.16341	-294.058716	860.229736	264.168243	-447.808319	1189.91626	266.103485	-472.635468	1165.033569	241.187805	-395.802063	1203.402954	247.505386	-484.487732	1118.071777	224.155869	-406.524139	1157.002563
85	0.72	2.839898	-391.131226	999.655762	58.836262	-384.843079	1003.737244	-20.813513	-366.829193	955.372314	32.792301	-360.841797	959.418823	30.165977	-294.05777	860.228638	264.126221	-447.900635	1189.706177	266.095276	-472.692719	1164.790894	241.088455	-395.93866	1203.25769	247.518707	-484.519653	1117.82019	224.056274	-406.635376	1156.839722
86	0.73	2.844764	-391.129181	999.656616	58.84119	-384.841919	1003.736145	-20.808846	-366.827667	955.372559	32.796726	-360.840057	959.418457	30.168549	-294.056824	860.227478	264.078949	-447.998291	1189.486694	266.083618	-472.75351	1164.537598	240.980392	-396.083649	1203.105713	247.529587	-484.553162	1117.556885	223.949905	-406.751587	1156.670166
87	0.74	2.849651	-391.127136	999.65741	58.846142	-384.840759	1003.735046	-20.804169	-366.826141	955.372864	32.801163	-360.838287	959.418152	30.171122	-294.055847	860.226318	264.026062	-448.10141	1189.258179	266.068146	-472.817902	1164.27356	240.863174	-396.237122	1202.946899	247.537689	-484.588165	1117.281982	223.836502	-406.872711	1156.494141
88	0.75	2.854559	-391.125031	999.658264	58.851116	-384.839539	1003.733948	-20.799484	-366.824615	955.373108	32.805614	-360.836487	959.417786	30.173697	-294.054871	860.225159	263.967194	-448.209991	1189.020386	266.048492	-472.885895	1163.998779	240.73642	-396.399109	1202.781372	247.542709	-484.624756	1116.995483	223.71582	-406.99881	1156.311523
89	0.76	2.859489	-391.122925	999.659058	58.85611	-384.838257	1003.732849	-20.794792	-366.82309	955.373352	32.810081	-360.834686	959.417419	30.176273	-294.053894	860.223999	263.901947	-448.324066	1188.773682	266.024261	-472.95755	1163.713623	240.599716	-396.569611	1202.609253	247.544296	-484.662933	1116.697388	223.587646	-407.129822	1156.122314
90	0.77	2.864439	-391.120789	999.659851	58.861126	-384.836945	1003.731689	-20.790092	-366.821533	955.373596	32.81456	-360.832886	959.416992	30.178854	-294.052917	860.222839	263.830017	-448.443604	1188.518066	265.995117	-473.032867	1163.418213	240.452713	-396.748596	1202.430542	247.542114	-484.702637	1116.388184	223.451721	-407.265717	1155.926758
91	0.78	2.869412	-391.118622	999.660645	58.866161	-384.835602	1003.730591	-20.785385	-366.819977	955.37384	32.819057	-360.831055	959.416626	30.181438	-294.05191	860.221619	263.750977	-448.568634	1188.253784	265.960663	-473.111847	1163.112671	240.295029	-396.936005	1202.245361	247.535843	-484.743927	1116.067749	223.307861	-407.406433	1155.724731
92	0.79	2.874405	-391.116455	999.661438	58.87122	-384.834198	1003.729431	-20.78067	-366.81839	955.374084	32.823566	-360.829224	959.416199	30.184023	-294.050934	860.220398	263.66452	-448.699097	1187.980957	265.920563	-473.194458	1162.797241	240.126358	-397.131744	1202.053833	247.525131	-484.786774	1115.736328	223.155853	-407.55188	1155.516357
93	0.8	2.879421	-391.114258	999.66217	58.876297	-384.832764	1003.728271	-20.775946	-366.816803	955.374329	32.828087	-360.827362	959.415771	30.186611	-294.049896	860.219177	263.570313	-448.8349	1187.699829	265.87442	-473.280731	1162.472168	239.946411	-397.335663	1201.856201	247.509659	-484.831177	1115.394287	222.995529	-407.701996	1155.30188
94	0.81	2.884457	-391.11203	999.662903	58.881397	-384.831299	1003.727112	-20.771215	-366.815216	955.374573	32.832623	-360.82547	959.415283	30.189203	-294.048889	860.217957	263.467987	-448.976013	1187.410645	265.821869	-473.370544	1162.137817	239.754898	-397.547638	1201.652344	247.489075	-484.877075	1115.04187	222.826675	-407.856628	1155.081177
95	0.82	2.889515	-391.109802	999.663635	58.88652	-384.829773	1003.725952	-20.766476	-366.813629	955.374756	32.837173	-360.823608	959.414856	30.191795	-294.047882	860.216736	263.357269	-449.122284	1187.113647	265.762604	-473.463898	1161.794434	239.55159	-397.767365	1201.442749	247.463043	-484.9245	1114.679443	222.649155	-408.015656	1154.854492
96	0.83	2.894595	-391.107544	999.664368	58.891663	-384.828217	1003.724731	-20.76173	-366.812042	955.375	32.84174	-360.821686	959.414368	30.194391	-294.046844	860.215454	263.237854	-449.273621	1186.809204	265.696198	-473.560669	1161.442383	239.336288	-397.99469	1201.227295	247.431244	-484.973358	1114.307251	222.46283	-408.178925	1154.621948
97	0.84	2.899696	-391.105255	999.665039	58.896828	-384.826599	1003.723572	-20.756975	-366.810425	955.375183	32.846321	-360.819794	959.413879	30.196991	-294.045807	860.214172	263.109436	-449.42981	1186.497559	265.622406	-473.660767	1161.082031	239.108826	-398.229279	1201.006226	247.393356	-485.023682	1113.925659	222.267563	-408.346283	1154.383667
98	0.85	2.904819	-391.102936	999.665771	58.902012	-384.824982	1003.722351	-20.752213	-366.808807	955.375427	32.850914	-360.817871	959.413391	30.199593	-294.044769	860.212891	262.971771	-449.590759	1186.178955	265.540833	-473.76413	1160.713745	238.86908	-398.470825	1200.779907	247.349075	-485.075378	1113.535278	222.063232	-408.517548	1154.139771
99	0.86	2.909963	-391.100616	999.666443	58.907223	-384.823273	1003.72113	-20.747442	-366.80719	955.37561	32.855522	-360.815918	959.412842	30.202196	-294.043732	860.211609	262.824615	-449.756195	1185.85376	265.451202	-473.870575	1160.338013	238.616928	-398.718994	1200.548218	247.29808	-485.128387	1113.13623	221.849762	-408.692474	1153.890503
100	0.87	2.915129	-391.098267	999.667114	58.912453	-384.821564	1003.71991	-20.742662	-366.805542	955.375793	32.860142	-360.813965	959.412354	30.204802	-294.042664	860.210327	262.667755	-449.925964	1185.522461	265.353241	-473.980011	1159.955078	238.352356	-398.973358	1200.311646	247.240082	-485.182678	1112.729248	221.627075	-408.87088	1153.635986
101	0.88	2.920317	-391.095917	999.667725	58.917702	-384.819794	1003.718689	-20.737877	-366.803894	955.375977	32.86478	-360.812012	959.411804	30.207411	-294.041595	860.208984	262.500977	-450.099792	1185.185181	265.246643	-474.092255	1159.565674	238.075317	-399.233551	1200.07019	247.174805	-485.238159	1112.314575	221.395111	-409.05249	1153.376343
102	0.89	2.925526	-391.093536	999.668396	58.922977	-384.817993	1003.717468	-20.733082	-366.802246	955.37616	32.869431	-360.810028	959.411194	30.210024	-294.040527	860.207703	262.324127	-450.277405	1184.842407	265.131165	-474.207092	1159.169922	237.785843	-399.499115	1199.824097	247.10199	-485.294769	1111.892822	221.153824	-409.237091	1153.111816
103	0.9	2.930758	-391.091125	999.669006	58.928272	-384.816162	1003.716187	-20.728279	-366.800598	955.376343	32.874096	-360.808044	959.410645	30.212637	-294.039459	860.20636	262.137054	-450.458588	1184.494385	265.006592	-474.324432	1158.768433	237.483994	-399.769562	1199.573608	247.021362	-485.352448	1111.464478	220.903198	-409.424408	1152.842529
104	0.91	2.936011	-391.088715	999.669617	58.93359	-384.81427	1003.714966	-20.723469	-366.79895	955.376526	32.878773	-360.80603	959.410034	30.215256	-294.038391	860.204956	261.939606	-450.642975	1184.141724	264.872681	-474.44397	1158.361572	237.169876	-400.044403	1199.318848	246.932693	-485.411041	1111.030029	220.643219	-409.614166	1152.568848
105	0.92	2.941285	-391.086273	999.670227	58.938927	-384.812347	1003.713684	-20.718651	-366.797272	955.376709	32.883469	-360.804016	959.409424	30.217875	-294.037292	860.203613	261.73175	-450.830292	1183.784546	264.729248	-474.565582	1157.949951	236.843628	-400.32312	1199.060059	246.83577	-485.47052	1110.589966	220.373917	-409.80603	1152.290649
106	0.93	2.946582	-391.083801	999.670776	58.94429	-384.810394	1003.712402	-20.713823	-366.795593	955.376831	32.888176	-360.802002	959.408813	30.220497	-294.036194	860.202271	261.513367	-451.020233	1183.423218	264.576141	-474.688995	1157.533936	236.505386	-400.605225	1198.797241	246.730377	-485.530731	1110.144775	220.095306	-409.999756	1152.008423
107	0.94	2.951901	-391.081329	999.671387	58.949673	-384.80838	1003.711121	-20.708988	-366.793915	955.377014	32.892899	-360.799957	959.408203	30.223122	-294.035095	860.200867	261.284393	-451.212433	1183.05835	264.413208	-474.813995	1157.114014	236.155365	-400.890106	1198.530884	246.616333	-485.591553	1109.695068	219.807449	-410.195007	1151.72229
108	0.95	2.957242	-391.078827	999.671936	58.955078	-384.806366	1003.709778	-20.704145	-366.792236	955.377136	32.897633	-360.797913	959.407532	30.22575	-294.033997	860.199463	261.04483	-451.406555	1182.690063	264.240295	-474.940338	1156.690674	235.793777	-401.177277	1198.260986	246.493469	-485.652893	1109.241211	219.510376	-410.391449	1151.432495
109	0.96	2.962604	-391.076324	999.672485	58.960506	-384.804291	1003.708496	-20.699295	-366.790558	955.377319	32.902382	-360.795868	959.406921	30.22838	-294.032898	860.198059	260.794647	-451.602234	1182.31897	264.057281	-475.067749	1156.264282	235.420868	-401.466125	1197.987671	246.361618	-485.71463	1108.783936	219.204193	-410.588776	1151.13916
110	0.97	2.967989	-391.073792	999.672974	58.965958	-384.802185	1003.707153	-20.694435	-366.788849	955.377441	32.907146	-360.793793	959.40625	30.231012	-294.031769	860.196655	260.533813	-451.799164	1181.94519	263.864136	-475.196045	1155.835449	235.03688	-401.756134	1197.711304	246.220642	-485.776642	1108.32373	218.888962	-410.786682	1150.842529
111	0.98	2.973395	-391.071259	999.673523	58.971432	-384.800018	1003.705872	-20.689568	-366.78714	955.377563	32.911926	-360.791718	959.405518	30.233648	-294.03064	860.19519	260.262421	-451.996948	1181.569336	263.660706	-475.32489	1155.404541	234.642105	-402.046692	1197.431885	246.070419	-485.838745	1107.860962	218.564789	-410.984802	1150.542847
112	0.99	2.978824	-391.068695	999.674011	58.976929	-384.797852	1003.704529	-20.684692	-366.785431	955.377686	32.916721	-360.789612	959.404846	30.236286	-294.029541	860.193787	259.980438	-452.19519	1181.191528	263.446991	-475.454102	1154.972168	234.236816	-402.33728	1197.149658	245.910858	-485.900848	1107.39624	218.231781	-411.182831	1150.240234
113	1	2.984275	-391.066132	999.6745	58.982445	-384.795624	1003.703125	-20.67981	-366.783722	955.377808	32.921528	-360.787537	959.404114	30.238926	-294.028412	860.192322	259.687958	-452.393585	1180.812378	263.2229	-475.583374	1154.538696	233.821304	-402.627319	1196.86499	245.741852	-485.962799	1106.930176	217.890045	-411.380432	1149.935181
114	1.01	2.989747	-391.063538	999.674988	58.987988	-384.793365	1003.701782	-20.674917	-366.782013	955.37793	32.92635	-360.785431	959.403381	30.24157	-294.027252	860.190857	259.38504	-452.591736	1180.432251	262.988434	-475.712463	1154.104492	233.395874	-402.91626	1196.577881	245.563324	-486.024445	1106.463257	217.539703	-411.577271	1149.627686
115	1.02	2.995242	-391.060944	999.675415	58.993549	-384.791077	1003.700439	-20.670017	-366.780304	955.378052	32.931183	-360.783295	959.402649	30.244215	-294.026123	860.189392	259.071716	-452.789307	1180.051392	262.743561	-475.841125	1153.670288	232.960831	-403.203613	1196.288574	245.375229	-486.085663	1105.99585	217.180893	-411.77301	1149.318115
116	1.03	3.000759	-391.058319	999.675903	58.999134	-384.788757	1003.699036	-20.66511	-366.778564	955.378174	32.936035	-360.781158	959.401917	30.246864	-294.024994	860.187866	258.748108	-452.985931	1179.670166	262.488312	-475.969116	1153.236206	232.516479	-403.488831	1195.997314	245.177536	-486.146301	1105.528687	216.813751	-411.967346	1149.006714
117	1.04	3.006298	-391.055664	999.676331	59.004745	-384.786407	1003.697632	-20.660192	-366.776855	955.378296	32.940899	-360.779053	959.401123	30.249516	-294.023834	860.186401	258.414307	-453.181244	1179.289063	262.222687	-476.096161	1152.802979	232.063126	-403.771423	1195.704346	244.9702	-486.206207	1105.062134	216.438416	-412.159943	1148.693604
118	1.05	3.011858	-391.05304	999.676758	59.010376	-384.784027	1003.696228	-20.655268	-366.775116	955.378357	32.945778	-360.776886	959.40033	30.252169	-294.022675	860.184875	258.070404	-453.374908	1178.908447	261.946716	-476.222015	1152.370972	231.601074	-404.050873	1195.40979	244.753235	-486.265259	1104.59668	216.055023	-412.350494	1148.37915
119	1.06	3.017442	-391.050354	999.677124	59.016029	-384.781616	1003.694824	-20.650335	-366.773376	955.378479	32.950668	-360.77475	959.399536	30.254824	-294.021515	860.18335	257.716492	-453.566589	1178.528564	261.660461	-476.346436	1151.940674	231.13063	-404.326782	1195.114014	244.526642	-486.323273	1104.132935	215.663742	-412.538666	1148.063599
120	1.07	3.023047	-391.047699	999.677551	59.021706	-384.779144	1003.69342	-20.645395	-366.771637	955.37854	32.955574	-360.772583	959.398743	30.257483	-294.020355	860.181824	257.352783	-453.755981	1178.150024	261.364014	-476.469177	1151.512451	230.6521	-404.598633	1194.817139	244.290497	-486.380096	1103.671265	215.26474	-412.724213	1147.747192
121	1.08	3.028674	-391.045013	999.677917	59.027405	-384.776672	1003.692017	-20.640446	-366.769897	955.378662	32.960495	-360.770416	959.397949	30.260145	-294.019196	860.180298	256.97934	-453.942719	1177.773071	261.057404	-476.589996	1151.086914	230.165771	-404.866028	1194.519531	244.044815	-486.435608	1103.212158	214.85817	-412.906799	1147.430176
122	1.09	3.034323	-391.042297	999.678284	59.033131	-384.774139	1003.690552	-20.635489	-366.768158	955.378723	32.965431	-360.76825	959.397095	30.262808	-294.018036	860.178772	256.596344	-454.126495	1177.397949	260.740784	-476.708649	1150.664185	229.671951	-405.128571	1194.221436	243.789719	-486.489594	1102.756104	214.444183	-413.086151	1147.112915
123	1.1	3.039994	-391.039612	999.67865	59.038876	-384.771606	1003.689087	-20.630524	-366.766418	955.378784	32.970379	-360.766083	959.39624	30.265474	-294.016876	860.177185	256.203949	-454.306946	1177.025269	260.414246	-476.82489	1150.244995	229.170898	-405.385834	1193.922974	243.525284	-486.541931	1102.303589	214.02298	-413.261963	1146.795532
124	1.11	3.045688	-391.036896	999.678955	59.044643	-384.769012	1003.687622	-20.625549	-366.764679	955.378845	32.975342	-360.763885	959.395386	30.268143	-294.015686	860.175659	255.802307	-454.483826	1176.655273	260.077942	-476.938477	1149.829712	228.662933	-405.637451	1193.624634	243.251663	-486.592407	1101.855103	213.594727	-413.43399	1146.478516
125	1.12	3.051403	-391.034149	999.679321	59.050434	-384.766418	1003.686157	-20.620569	-366.762939	955.378906	32.980316	-360.761688	959.394531	30.270815	-294.014526	860.174072	255.391647	-454.656799	1176.28833	259.732056	-477.049164	1149.418579	228.1483	-405.883057	1193.32666	242.968994	-486.640839	1101.410889	213.159592	-413.601959	1146.161865
126	1.13	3.057141	-391.031403	999.679626	59.056248	-384.763794	1003.684692	-20.61558	-366.7612	955.378967	32.98531	-360.759521	959.393616	30.273489	-294.013336	860.172485	254.972137	-454.8255	1175.924805	259.37677	-477.156677	1149.012207	227.627289	-406.122314	1193.029175	242.67746	-486.687073	1100.971558	212.717773	-413.765594	1145.846069
127	1.14	3.0629	-391.028656	999.679932	59.062088	-384.761108	1003.683167	-20.610582	-366.75946	955.379028	32.990311	-360.757294	959.392761	30.276165	-294.012146	860.170898	254.544006	-454.989716	1175.565186	259.012268	-477.260773	1148.610962	227.100159	-406.354858	1192.732666	242.377258	-486.730896	1100.537476	212.269455	-413.924652	1145.531372
128	1.15	3.068681	-391.025909	999.680237	59.067947	-384.758423	1003.681702	-20.605576	-366.757721	955.379089	32.995331	-360.755096	959.391846	30.278843	-294.010986	860.169312	254.107437	-455.149048	1175.209595	258.638763	-477.361206	1148.215088	226.567169	-406.580383	1192.437378	242.068634	-486.772064	1100.109009	211.814804	-414.078888	1145.217896
129	1.16	3.074484	-391.023132	999.680481	59.07383	-384.755707	1003.680176	-20.600563	-366.755951	955.37915	33.000362	-360.752899	959.39093	30.281525	-294.009796	860.167725	253.662689	-455.303284	1174.858643	258.2565	-477.457672	1147.825195	226.02858	-406.798615	1192.143677	241.751816	-486.810394	1099.686523	211.354034	-414.228058	1144.906128
130	1.17	3.080309	-391.020355	999.680725	59.079735	-384.75296	1003.67865	-20.595541	-366.754211	955.37915	33.005409	-360.750671	959.389954	30.284208	-294.008606	860.166077	253.209991	-455.452057	1174.512451	257.865753	-477.549957	1147.441406	225.484619	-407.009216	1191.851685	241.427094	-486.845673	1099.270508	210.887329	-414.371948	1144.596191
